CID	Image	Gender	Ethnicity	LR
094	21	m	1	r
094	30	m	1	l
094	17	m	1	l
094	14	m	1	l
094	08	m	1	l
094	11	m	1	r
095	22	m	1	l
095	25	m	1	r
095	07	m	1	r
095	15	m	1	r
095	02	m	1	r
095	18	m	1	r
095	06	m	1	l
095	03	m	1	l
095	20	m	1	r
095	17	m	1	l
095	19	m	1	l
095	14	m	1	l
095	21	m	1	r
095	13	m	1	l
095	24	m	1	r
095	23	m	1	r
095	16	m	1	r
095	04	m	1	l
095	28	m	1	r
095	26	m	1	r
095	27	m	1	r
096	26	f	1	r
096	17	f	1	r
096	18	f	1	r
096	02	f	1	l
096	13	f	1	r
096	16	f	1	l
096	22	f	1	l
096	24	f	1	l
096	08	f	1	l
096	23	f	1	r
096	28	f	1	l
096	09	f	1	l
096	27	f	1	r
096	01	f	1	r
096	04	f	1	r
096	07	f	1	r
096	12	f	1	r
096	15	f	1	r
096	21	f	1	r
096	03	f	1	r
096	20	f	1	l
096	11	f	1	r
096	05	f	1	l
097	10	m	1	l
097	21	m	1	l
097	22	m	1	r
097	30	m	1	l
097	11	m	1	r
097	03	m	1	r
097	12	m	1	l
097	18	m	1	r
097	07	m	1	l
097	27	m	1	l
097	28	m	1	r
097	17	m	1	r
097	02	m	1	r
097	13	m	1	r
097	15	m	1	l
097	16	m	1	r
097	04	m	1	l
097	20	m	1	l
097	26	m	1	r
097	01	m	1	l
097	08	m	1	r
097	06	m	1	r
097	09	m	1	r
097	19	m	1	l
099	22	f	1	l
099	13	f	1	l
099	20	f	1	l
099	04	f	1	l
099	18	f	1	l
099	25	f	1	l
099	01	f	1	l
099	29	f	1	l
099	17	f	1	l
099	11	f	1	l
099	02	f	1	l
099	24	f	1	l
099	05	f	1	l
099	21	f	1	l
099	12	f	1	l
099	08	f	1	l
099	26	f	1	l
099	14	f	1	l
099	28	f	1	l
099	27	f	1	l
100	24	m	1	l
100	03	m	1	l
100	22	m	1	r
100	21	m	1	r
100	06	m	1	r
100	15	m	1	r
100	07	m	1	l
100	05	m	1	r
100	01	m	1	l
100	02	m	1	l
100	27	m	1	l
100	26	m	1	r
100	13	m	1	r
100	08	m	1	l
100	29	m	1	l
100	14	m	1	l
100	09	m	1	l
100	25	m	1	l
100	20	m	1	r
100	17	m	1	r
100	04	m	1	l
100	16	m	1	l
101	09	m	1	r
101	21	m	1	r
101	14	m	1	l
101	22	m	1	l
101	10	m	1	l
101	02	m	1	l
101	06	m	1	l
101	16	m	1	l
101	23	m	1	l
101	18	m	1	l
101	04	m	1	l
101	15	m	1	r
101	07	m	1	r
101	24	m	1	r
101	11	m	1	l
101	12	m	1	l
101	17	m	1	l
101	08	m	1	r
101	01	m	1	r
101	03	m	1	l
102	16	m	1	r
102	18	m	1	l
102	25	m	1	r
102	04	m	1	r
102	21	m	1	r
102	05	m	1	r
102	09	m	1	l
102	20	m	1	l
102	10	m	1	l
102	03	m	1	l
102	07	m	1	l
102	27	m	1	l
102	28	m	1	r
102	29	m	1	r
102	15	m	1	r
102	12	m	1	r
102	08	m	1	r
102	01	m	1	l
102	22	m	1	l
102	14	m	1	r
102	13	m	1	l
102	24	m	1	l
102	23	m	1	r
102	11	m	1	r
103	20	f	1	l
103	14	f	1	l
103	28	f	1	l
103	13	f	1	r
103	02	f	1	l
103	18	f	1	r
103	16	f	1	r
103	23	f	1	r
103	17	f	1	r
103	24	f	1	r
103	10	f	1	r
103	25	f	1	r
103	27	f	1	l
103	15	f	1	l
103	01	f	1	l
103	08	f	1	l
103	26	f	1	l
103	22	f	1	l
103	03	f	1	l
103	07	f	1	r
103	09	f	1	l
104	20	m	1	l
104	25	m	1	l
104	01	m	1	l
104	21	m	1	r
104	02	m	1	l
104	29	m	1	r
104	05	m	1	r
104	28	m	1	r
104	27	m	1	l
104	15	m	1	l
104	08	m	1	r
104	23	m	1	r
104	24	m	1	r
104	07	m	1	r
104	09	m	1	r
104	04	m	1	l
104	11	m	1	r
104	03	m	1	r
104	12	m	1	r
104	19	m	1	l
104	26	m	1	l
104	18	m	1	r
105	10	m	1	l
105	14	m	1	l
105	16	m	1	r
105	21	m	1	r
105	13	m	1	r
105	27	m	1	l
105	05	m	1	r
105	09	m	1	r
105	03	m	1	r
105	12	m	1	l
105	19	m	1	r
105	20	m	1	r
105	01	m	1	l
105	25	m	1	l
105	15	m	1	r
105	26	m	1	l
105	04	m	1	l
105	02	m	1	l
105	29	m	1	r
105	07	m	1	r
105	11	m	1	r
105	08	m	1	l
105	28	m	1	r
106	15	m	1	l
106	06	m	1	r
106	14	m	1	r
106	01	m	1	l
106	11	m	1	l
106	18	m	1	l
106	03	m	1	l
106	17	m	1	r
106	07	m	1	r
106	20	m	1	r
106	19	m	1	r
106	16	m	1	r
106	28	m	1	r
106	29	m	1	l
106	05	m	1	r
106	04	m	1	r
106	22	m	1	l
106	09	m	1	r
106	27	m	1	l
106	23	m	1	r
106	02	m	1	r
106	08	m	1	r
106	30	m	1	l
107	23	m	1	r
107	11	m	1	r
107	22	m	1	r
107	08	m	1	l
107	27	m	1	l
107	01	m	1	r
107	06	m	1	r
107	03	m	1	r
107	16	m	1	r
107	18	m	1	r
107	29	m	1	r
107	21	m	1	r
107	28	m	1	r
107	04	m	1	r
107	02	m	1	r
107	26	m	1	l
107	15	m	1	r
108	23	m	4	l
108	10	m	4	l
108	18	m	4	r
108	06	m	4	r
108	13	m	4	r
108	22	m	4	r
108	05	m	4	r
108	26	m	4	r
108	09	m	4	l
108	20	m	4	r
108	01	m	4	l
108	17	m	4	r
108	02	m	4	l
108	19	m	4	r
108	27	m	4	l
108	08	m	4	r
108	25	m	4	l
108	12	m	4	l
108	24	m	4	l
108	16	m	4	r
108	28	m	4	l
109	05	m	1	r
109	09	m	1	r
109	04	m	1	r
109	23	m	1	l
109	10	m	1	r
109	16	m	1	l
109	26	m	1	r
109	24	m	1	l
109	17	m	1	l
109	11	m	1	l
109	14	m	1	r
109	21	m	1	l
109	28	m	1	r
109	03	m	1	l
109	19	m	1	l
109	08	m	1	r
109	25	m	1	r
109	20	m	1	r
109	07	m	1	l
109	06	m	1	l
109	18	m	1	r
109	01	m	1	r
110	24	m	1	l
110	09	m	1	l
110	25	m	1	l
110	23	m	1	r
110	02	m	1	l
110	01	m	1	l
110	21	m	1	r
110	08	m	1	l
110	28	m	1	l
110	13	m	1	r
110	10	m	1	l
110	07	m	1	l
110	19	m	1	l
110	06	m	1	l
110	12	m	1	r
110	27	m	1	r
110	04	m	1	l
110	16	m	1	l
110	05	m	1	r
110	17	m	1	r
110	22	m	1	l
111	05	f	1	l
111	07	f	1	r
111	23	f	1	r
111	22	f	1	r
111	17	f	1	l
111	01	f	1	r
111	03	f	1	l
111	04	f	1	l
111	08	f	1	l
111	24	f	1	l
111	02	f	1	r
111	25	f	1	l
111	06	f	1	r
111	16	f	1	r
111	10	f	1	l
111	09	f	1	l
111	15	f	1	r
111	18	f	1	l
111	21	f	1	l
111	29	f	1	r
111	14	f	1	l
111	11	f	1	l
111	26	f	1	r
112	17	f	4	r
112	08	f	4	r
112	07	f	4	r
112	05	f	4	r
112	01	f	4	r
112	13	f	4	r
112	10	f	4	r
112	03	f	4	l
112	26	f	4	r
112	12	f	4	l
112	19	f	4	r
112	06	f	4	l
112	20	f	4	r
112	04	f	4	r
112	29	f	4	l
112	24	f	4	l
112	02	f	4	r
112	25	f	4	l
112	28	f	4	l
112	14	f	4	r
112	18	f	4	r
112	15	f	4	r
112	11	f	4	r
113	16	f	2	l
113	01	f	2	r
113	19	f	2	r
113	09	f	2	r
113	13	f	2	r
113	06	f	2	l
113	05	f	2	l
113	18	f	2	l
113	28	f	2	r
113	14	f	2	r
113	24	f	2	l
113	04	f	2	r
113	22	f	2	r
113	15	f	2	r
113	11	f	2	r
113	27	f	2	l
113	26	f	2	l
113	03	f	2	l
113	12	f	2	l
113	20	f	2	l
113	23	f	2	l
114	05	m	1	r
114	07	m	1	l
114	20	m	1	l
114	26	m	1	l
114	09	m	1	r
114	16	m	1	r
114	23	m	1	l
114	03	m	1	l
114	19	m	1	l
114	02	m	1	r
114	28	m	1	l
114	21	m	1	r
114	18	m	1	l
114	25	m	1	l
114	01	m	1	r
114	29	m	1	l
114	24	m	1	r
114	04	m	1	r
114	10	m	1	l
115	18	m	1	l
115	08	m	1	r
115	04	m	1	r
115	22	m	1	l
115	25	m	1	r
115	15	m	1	r
115	06	m	1	r
115	14	m	1	r
115	20	m	1	r
115	27	m	1	r
115	13	m	1	r
115	24	m	1	l
115	16	m	1	r
115	11	m	1	r
115	26	m	1	r
115	07	m	1	r
115	01	m	1	r
115	05	m	1	l
115	21	m	1	r
115	19	m	1	r
115	12	m	1	r
115	03	m	1	r
116	17	m	1	r
116	16	m	1	l
116	22	m	1	r
116	14	m	1	l
116	29	m	1	l
116	11	m	1	l
116	13	m	1	r
116	24	m	1	l
116	02	m	1	l
116	03	m	1	r
116	10	m	1	l
116	07	m	1	r
116	28	m	1	l
116	12	m	1	l
116	26	m	1	l
116	09	m	1	l
116	01	m	1	r
116	21	m	1	l
116	23	m	1	l
116	19	m	1	l
116	04	m	1	l
116	25	m	1	l
117	08	f	1	r
117	06	f	1	r
117	04	f	1	r
117	09	f	1	l
117	24	f	1	r
117	03	f	1	l
117	16	f	1	l
117	26	f	1	r
117	17	f	1	r
117	21	f	1	r
117	12	f	1	l
117	18	f	1	l
117	19	f	1	l
117	07	f	1	r
117	25	f	1	l
117	02	f	1	r
117	11	f	1	r
117	01	f	1	r
117	23	f	1	r
117	15	f	1	r
118	29	m	1	l
118	04	m	1	r
118	12	m	1	l
118	11	m	1	l
118	09	m	1	l
118	16	m	1	l
118	15	m	1	r
118	13	m	1	l
118	05	m	1	l
118	28	m	1	r
118	25	m	1	l
118	08	m	1	l
118	20	m	1	l
118	14	m	1	l
118	06	m	1	l
118	26	m	1	r
118	21	m	1	r
119	14	m	1	l
119	27	m	1	l
119	07	m	1	l
119	20	m	1	r
119	12	m	1	l
119	16	m	1	l
119	04	m	1	r
119	21	m	1	l
119	19	m	1	l
119	03	m	1	r
119	01	m	1	l
119	25	m	1	r
119	05	m	1	r
119	18	m	1	l
119	17	m	1	l
119	02	m	1	l
120	18	m	3	l
120	09	m	3	r
120	11	m	3	l
120	27	m	3	r
120	13	m	3	r
120	03	m	3	l
120	01	m	3	r
120	20	m	3	r
120	02	m	3	r
120	07	m	3	l
120	26	m	3	r
120	19	m	3	l
120	04	m	3	l
120	24	m	3	l
120	21	m	3	l
120	08	m	3	r
122	01	m	1	r
122	10	m	1	r
122	28	m	1	r
122	16	m	1	l
122	24	m	1	r
122	19	m	1	r
122	21	m	1	l
122	20	m	1	l
122	04	m	1	l
122	07	m	1	r
122	15	m	1	l
122	08	m	1	r
122	14	m	1	l
122	11	m	1	r
122	05	m	1	r
122	25	m	1	r
122	06	m	1	r
122	09	m	1	r
122	18	m	1	r
122	27	m	1	r
123	07	m	4	r
123	25	m	4	l
123	15	m	4	r
123	13	m	4	l
123	26	m	4	r
123	18	m	4	r
123	16	m	4	r
123	22	m	4	l
123	14	m	4	l
123	23	m	4	r
123	19	m	4	l
123	01	m	4	r
123	17	m	4	r
123	10	m	4	r
123	11	m	4	r
123	27	m	4	r
123	21	m	4	l
123	04	m	4	r
123	20	m	4	l
123	28	m	4	r
124	10	m	1	r
124	29	m	1	l
124	23	m	1	l
124	01	m	1	l
124	21	m	1	l
124	08	m	1	l
124	17	m	1	l
124	20	m	1	l
124	12	m	1	r
124	09	m	1	r
124	27	m	1	l
124	25	m	1	l
124	15	m	1	l
124	11	m	1	r
124	16	m	1	l
124	18	m	1	r
124	13	m	1	r
124	05	m	1	l
124	28	m	1	r
124	03	m	1	l
124	24	m	1	r
124	22	m	1	l
125	19	f	1	l
125	26	f	1	l
125	11	f	1	l
125	18	f	1	l
125	01	f	1	l
125	28	f	1	l
125	04	f	1	r
125	10	f	1	r
125	24	f	1	l
125	23	f	1	l
125	25	f	1	l
125	07	f	1	l
125	06	f	1	l
125	30	f	1	l
125	29	f	1	l
125	14	f	1	r
125	17	f	1	l
125	16	f	1	l
125	15	f	1	r
125	21	f	1	l
126	08	m	1	l
126	11	m	1	l
126	26	m	1	l
126	27	m	1	r
126	14	m	1	l
126	21	m	1	l
126	28	m	1	l
126	06	m	1	l
126	03	m	1	l
126	20	m	1	l
126	16	m	1	r
126	19	m	1	r
126	10	m	1	l
126	22	m	1	l
126	12	m	1	l
126	05	m	1	r
126	07	m	1	l
126	09	m	1	r
126	23	m	1	l
126	04	m	1	l
127	11	m	1	r
127	14	m	1	r
127	12	m	1	l
127	19	m	1	r
127	13	m	1	l
127	06	m	1	l
127	08	m	1	l
127	20	m	1	l
127	07	m	1	r
127	23	m	1	l
127	04	m	1	l
127	17	m	1	l
127	10	m	1	l
127	01	m	1	r
127	29	m	1	r
127	05	m	1	r
127	28	m	1	l
127	25	m	1	l
127	27	m	1	l
127	09	m	1	l
127	18	m	1	r
127	16	m	1	r
128	15	m	1	r
128	28	m	1	r
128	29	m	1	r
128	13	m	1	r
128	24	m	1	r
128	19	m	1	l
128	06	m	1	l
128	09	m	1	r
128	17	m	1	r
128	22	m	1	r
128	04	m	1	l
128	18	m	1	r
128	14	m	1	r
128	01	m	1	r
128	08	m	1	r
128	21	m	1	r
128	20	m	1	r
128	23	m	1	l
128	03	m	1	r
128	07	m	1	r
128	12	m	1	l
130	18	f	2	r
130	05	f	2	r
130	09	f	2	r
130	16	f	2	l
130	25	f	2	r
130	14	f	2	l
130	11	f	2	l
130	17	f	2	l
130	24	f	2	l
130	29	f	2	r
130	15	f	2	l
130	07	f	2	l
130	03	f	2	r
130	01	f	2	r
130	12	f	2	r
130	10	f	2	r
130	13	f	2	l
130	06	f	2	r
130	28	f	2	r
130	08	f	2	r
130	22	f	2	r
131	26	m	1	l
131	10	m	1	l
131	20	m	1	l
131	15	m	1	r
131	05	m	1	r
131	21	m	1	r
131	06	m	1	r
131	18	m	1	r
131	02	m	1	l
131	07	m	1	r
131	23	m	1	r
131	08	m	1	l
131	03	m	1	r
131	14	m	1	l
131	29	m	1	r
131	01	m	1	l
131	16	m	1	r
131	28	m	1	l
131	11	m	1	l
131	09	m	1	l
131	04	m	1	r
132	17	m	1	r
132	28	m	1	l
132	19	m	1	l
132	14	m	1	r
132	20	m	1	l
132	26	m	1	r
132	03	m	1	l
132	18	m	1	l
132	06	m	1	r
132	09	m	1	r
132	12	m	1	l
132	01	m	1	l
132	10	m	1	r
132	27	m	1	r
132	05	m	1	l
132	11	m	1	l
132	08	m	1	r
132	13	m	1	l
132	07	m	1	l
132	25	m	1	r
132	16	m	1	l
134	27	m	4	l
134	13	m	4	r
134	06	m	4	l
134	20	m	4	r
134	01	m	4	l
134	25	m	4	r
134	26	m	4	r
134	19	m	4	l
134	17	m	4	l
134	05	m	4	l
134	14	m	4	l
134	28	m	4	l
134	08	m	4	r
134	04	m	4	r
134	18	m	4	r
134	12	m	4	l
134	07	m	4	r
134	03	m	4	r
134	21	m	4	l
134	10	m	4	r
134	09	m	4	l
134	16	m	4	r
136	17	m	1	l
136	27	m	1	l
136	11	m	1	r
136	25	m	1	r
136	19	m	1	r
136	05	m	1	l
136	08	m	1	r
136	14	m	1	l
136	18	m	1	l
136	09	m	1	r
136	28	m	1	r
136	04	m	1	l
136	22	m	1	r
136	01	m	1	r
136	20	m	1	l
136	24	m	1	r
136	15	m	1	r
136	06	m	1	r
136	13	m	1	l
136	03	m	1	r
137	06	m	1	l
137	12	m	1	r
137	14	m	1	l
137	18	m	1	l
137	29	m	1	r
137	11	m	1	r
137	07	m	1	l
137	22	m	1	l
137	01	m	1	l
137	28	m	1	l
137	09	m	1	l
137	08	m	1	r
137	25	m	1	l
137	19	m	1	l
137	26	m	1	l
137	02	m	1	r
137	30	m	1	l
137	13	m	1	l
137	16	m	1	r
137	05	m	1	l
137	03	m	1	l
137	17	m	1	l
137	10	m	1	l
137	15	m	1	l
138	27	m	4	l
138	20	m	4	r
138	09	m	4	l
138	07	m	4	l
138	21	m	4	r
138	02	m	4	r
138	19	m	4	r
138	22	m	4	r
138	11	m	4	r
138	04	m	4	r
138	18	m	4	l
138	13	m	4	l
138	30	m	4	r
138	12	m	4	l
138	01	m	4	l
138	06	m	4	l
138	23	m	4	l
138	28	m	4	r
138	29	m	4	r
138	17	m	4	r
138	24	m	4	l
138	08	m	4	r
138	15	m	4	r
139	29	m	1	l
139	03	m	1	r
139	18	m	1	r
139	20	m	1	l
139	17	m	1	r
139	16	m	1	l
139	01	m	1	r
139	11	m	1	r
139	21	m	1	l
139	06	m	1	l
139	08	m	1	l
139	19	m	1	l
139	25	m	1	l
139	22	m	1	l
139	04	m	1	l
139	27	m	1	r
139	02	m	1	r
139	28	m	1	r
139	09	m	1	r
139	10	m	1	l
139	15	m	1	l
139	14	m	1	l
139	07	m	1	l
139	24	m	1	l
140	05	m	1	r
140	19	m	1	l
140	06	m	1	l
140	24	m	1	r
140	27	m	1	r
140	15	m	1	r
140	23	m	1	l
140	13	m	1	r
140	17	m	1	l
140	10	m	1	r
140	22	m	1	r
140	12	m	1	r
140	03	m	1	r
140	01	m	1	r
140	09	m	1	r
140	08	m	1	r
140	14	m	1	r
140	28	m	1	r
140	20	m	1	r
140	07	m	1	l
140	30	m	1	r
140	16	m	1	l
140	11	m	1	l
141	03	m	2	r
141	06	m	2	r
141	26	m	2	l
141	28	m	2	l
141	10	m	2	r
141	05	m	2	l
141	25	m	2	l
141	20	m	2	r
141	13	m	2	r
141	15	m	2	l
141	14	m	2	l
141	04	m	2	l
141	07	m	2	l
141	01	m	2	l
141	17	m	2	r
141	08	m	2	r
141	16	m	2	r
141	22	m	2	l
141	24	m	2	l
141	23	m	2	l
142	17	f	1	l
142	29	f	1	l
142	14	f	1	l
142	20	f	1	l
142	08	f	1	l
142	10	f	1	l
142	28	f	1	l
142	06	f	1	l
142	12	f	1	l
142	19	f	1	l
142	05	f	1	l
142	18	f	1	l
142	13	f	1	l
142	26	f	1	r
142	21	f	1	l
142	27	f	1	l
142	16	f	1	l
142	23	f	1	l
142	04	f	1	l
142	11	f	1	l
142	01	f	1	r
143	20	f	1	r
143	22	f	1	r
143	23	f	1	l
143	10	f	1	l
143	24	f	1	l
143	29	f	1	r
143	09	f	1	l
143	25	f	1	l
143	17	f	1	l
143	19	f	1	l
143	28	f	1	l
143	27	f	1	r
143	06	f	1	l
143	07	f	1	l
143	08	f	1	r
143	05	f	1	l
143	12	f	1	r
143	01	f	1	r
143	03	f	1	l
143	26	f	1	l
144	26	m	1	l
144	10	m	1	l
144	05	m	1	l
144	29	m	1	r
144	14	m	1	l
144	03	m	1	r
144	08	m	1	r
144	04	m	1	l
144	12	m	1	r
144	15	m	1	l
144	25	m	1	r
144	21	m	1	r
144	06	m	1	l
144	18	m	1	l
144	11	m	1	l
144	27	m	1	l
144	13	m	1	l
144	17	m	1	l
144	23	m	1	l
144	20	m	1	r
144	22	m	1	r
144	16	m	1	r
145	15	m	1	l
145	11	m	1	r
145	08	m	1	l
145	23	m	1	l
145	17	m	1	l
145	22	m	1	r
145	25	m	1	l
145	01	m	1	l
145	09	m	1	l
145	26	m	1	l
145	04	m	1	r
145	02	m	1	l
145	06	m	1	l
145	10	m	1	l
145	07	m	1	l
145	05	m	1	l
145	20	m	1	l
145	18	m	1	l
145	21	m	1	l
145	24	m	1	l
146	32	m	1	l
146	18	m	1	r
146	21	m	1	r
146	14	m	1	l
146	09	m	1	r
146	07	m	1	l
146	01	m	1	l
146	17	m	1	r
146	15	m	1	l
146	06	m	1	l
146	10	m	1	l
146	12	m	1	l
146	13	m	1	l
146	11	m	1	l
146	31	m	1	l
146	08	m	1	l
146	27	m	1	l
146	30	m	1	l
146	05	m	1	l
146	19	m	1	r
146	24	m	1	r
146	25	m	1	l
146	33	m	1	l
146	35	m	1	l
146	22	m	1	r
146	29	m	1	r
146	20	m	1	r
147	15	m	4	l
147	17	m	4	l
147	26	m	4	l
147	01	m	4	l
147	22	m	4	l
147	07	m	4	l
147	20	m	4	l
147	28	m	4	r
147	12	m	4	l
147	16	m	4	l
147	21	m	4	r
147	06	m	4	r
147	11	m	4	r
147	03	m	4	r
147	18	m	4	l
147	30	m	4	l
147	29	m	4	r
147	24	m	4	l
147	19	m	4	r
147	09	m	4	r
147	10	m	4	l
148	15	m	1	l
148	30	m	1	l
148	01	m	1	r
148	06	m	1	l
148	10	m	1	r
148	31	m	1	r
148	18	m	1	l
148	23	m	1	r
148	29	m	1	r
148	07	m	1	l
148	26	m	1	l
148	08	m	1	l
148	24	m	1	l
148	05	m	1	l
148	03	m	1	l
148	20	m	1	r
148	11	m	1	l
148	09	m	1	l
148	28	m	1	r
148	19	m	1	l
148	12	m	1	l
148	16	m	1	l
148	25	m	1	r
148	04	m	1	l
149	11	m	4	l
149	09	m	4	l
149	12	m	4	r
149	01	m	4	r
149	04	m	4	r
149	16	m	4	l
149	15	m	4	r
149	28	m	4	r
149	10	m	4	r
149	25	m	4	l
149	20	m	4	r
149	29	m	4	l
149	24	m	4	r
149	22	m	4	l
149	26	m	4	r
149	21	m	4	l
149	07	m	4	r
149	14	m	4	r
149	23	m	4	l
149	08	m	4	l
151	28	m	1	r
151	13	m	1	r
151	03	m	1	r
151	16	m	1	l
151	24	m	1	r
151	06	m	1	r
151	05	m	1	r
151	08	m	1	r
151	12	m	1	l
151	10	m	1	l
151	04	m	1	r
151	19	m	1	l
151	17	m	1	l
151	07	m	1	r
151	20	m	1	r
151	11	m	1	r
151	18	m	1	r
151	26	m	1	r
151	01	m	1	l
151	15	m	1	l
151	22	m	1	r
151	02	m	1	r
152	05	m	1	l
152	13	m	1	l
152	09	m	1	l
152	23	m	1	l
152	19	m	1	r
152	16	m	1	l
152	26	m	1	l
152	30	m	1	l
152	11	m	1	l
152	07	m	1	r
152	04	m	1	l
152	22	m	1	l
152	10	m	1	l
152	12	m	1	l
152	01	m	1	l
152	24	m	1	l
152	18	m	1	r
152	02	m	1	r
152	17	m	1	l
152	21	m	1	r
152	08	m	1	r
152	15	m	1	l
153	19	m	1	r
153	28	m	1	l
153	08	m	1	l
153	18	m	1	l
153	10	m	1	l
153	01	m	1	r
153	21	m	1	r
153	27	m	1	l
153	04	m	1	l
153	14	m	1	l
153	11	m	1	r
153	07	m	1	l
153	22	m	1	r
153	06	m	1	l
153	24	m	1	l
153	05	m	1	l
153	02	m	1	r
153	09	m	1	r
153	25	m	1	l
153	03	m	1	l
153	20	m	1	r
153	16	m	1	r
154	05	m	1	l
154	06	m	1	l
154	11	m	1	r
154	23	m	1	r
154	22	m	1	r
154	21	m	1	l
154	17	m	1	l
154	13	m	1	l
154	02	m	1	r
154	28	m	1	l
154	29	m	1	l
154	20	m	1	l
154	08	m	1	r
154	25	m	1	r
154	16	m	1	l
154	30	m	1	l
154	26	m	1	r
154	19	m	1	l
154	10	m	1	l
154	09	m	1	r
154	12	m	1	r
154	14	m	1	r
154	15	m	1	r
155	06	m	1	l
155	28	m	1	r
155	21	m	1	r
155	20	m	1	r
155	08	m	1	r
155	12	m	1	l
155	05	m	1	l
155	19	m	1	r
155	02	m	1	l
155	14	m	1	r
155	17	m	1	r
155	01	m	1	l
155	13	m	1	r
155	22	m	1	r
155	10	m	1	l
155	03	m	1	l
155	23	m	1	r
155	16	m	1	r
155	07	m	1	l
155	18	m	1	l
156	06	m	1	l
156	03	m	1	l
156	19	m	1	l
156	18	m	1	r
156	16	m	1	r
156	14	m	1	r
156	12	m	1	r
156	11	m	1	l
156	17	m	1	r
156	07	m	1	l
156	20	m	1	r
156	04	m	1	r
156	22	m	1	l
156	08	m	1	l
156	01	m	1	l
156	09	m	1	r
156	10	m	1	l
156	25	m	1	l
156	15	m	1	l
156	26	m	1	l
156	23	m	1	l
157	10	m	1	l
157	02	m	1	l
157	24	m	1	r
157	20	m	1	l
157	04	m	1	l
157	21	m	1	r
157	03	m	1	l
157	23	m	1	l
157	13	m	1	r
157	01	m	1	l
157	14	m	1	r
157	09	m	1	l
157	17	m	1	r
157	11	m	1	l
157	19	m	1	r
157	22	m	1	l
157	16	m	1	r
157	26	m	1	l
157	18	m	1	l
157	25	m	1	r
157	12	m	1	l
157	28	m	1	l
157	27	m	1	l
157	07	m	1	l
159	09	m	4	l
159	02	m	4	l
159	06	m	4	l
159	23	m	4	l
159	08	m	4	l
159	12	m	4	l
159	05	m	4	l
159	18	m	4	l
159	21	m	4	r
159	16	m	4	r
159	27	m	4	r
159	28	m	4	r
159	04	m	4	l
159	10	m	4	r
159	24	m	4	l
159	14	m	4	r
159	29	m	4	r
159	26	m	4	r
159	11	m	4	l
159	01	m	4	r
159	15	m	4	r
159	07	m	4	r
159	20	m	4	r
161	07	f	1	l
161	22	f	1	r
161	16	f	1	r
161	04	f	1	r
161	06	f	1	r
161	24	f	1	r
161	08	f	1	r
161	20	f	1	r
161	28	f	1	l
161	12	f	1	r
161	19	f	1	r
161	03	f	1	r
161	05	f	1	r
161	10	f	1	l
161	13	f	1	r
161	18	f	1	l
161	11	f	1	r
161	09	f	1	r
161	21	f	1	r
161	26	f	1	r
161	02	f	1	l
161	15	f	1	l
161	29	f	1	r
161	01	f	1	l
162	27	m	2	r
162	28	m	2	l
162	04	m	2	l
162	18	m	2	r
162	07	m	2	l
162	09	m	2	l
162	26	m	2	r
162	21	m	2	r
162	12	m	2	l
162	13	m	2	l
162	15	m	2	l
162	14	m	2	r
162	20	m	2	l
162	23	m	2	r
162	22	m	2	l
162	29	m	2	l
162	08	m	2	l
162	01	m	2	r
162	05	m	2	l
162	10	m	2	r
162	03	m	2	r
162	24	m	2	l
162	17	m	2	r
163	05	f	1	r
163	01	f	1	l
163	23	f	1	r
163	26	f	1	l
163	22	f	1	r
163	29	f	1	r
163	25	f	1	r
163	14	f	1	l
163	16	f	1	l
163	27	f	1	r
163	28	f	1	l
163	04	f	1	r
163	24	f	1	l
163	10	f	1	l
163	06	f	1	l
163	21	f	1	l
163	02	f	1	r
163	17	f	1	l
163	18	f	1	l
163	19	f	1	r
163	08	f	1	l
163	03	f	1	l
163	09	f	1	l
164	22	m	1	l
164	26	m	1	r
164	12	m	1	r
164	03	m	1	l
164	15	m	1	l
164	04	m	1	l
164	28	m	1	r
164	18	m	1	l
164	05	m	1	r
164	19	m	1	r
164	11	m	1	r
164	09	m	1	r
164	27	m	1	l
164	17	m	1	r
164	06	m	1	l
164	25	m	1	r
164	21	m	1	r
164	20	m	1	r
164	24	m	1	l
164	08	m	1	r
164	16	m	1	r
165	23	f	1	l
165	21	f	1	r
165	06	f	1	l
165	22	f	1	l
165	20	f	1	r
165	10	f	1	l
165	08	f	1	l
165	26	f	1	l
165	14	f	1	r
165	24	f	1	r
165	05	f	1	r
165	11	f	1	l
165	02	f	1	l
165	12	f	1	l
165	17	f	1	l
165	18	f	1	l
165	16	f	1	l
165	15	f	1	r
165	25	f	1	l
165	07	f	1	l
166	24	f	1	r
166	04	f	1	l
166	06	f	1	l
166	15	f	1	l
166	27	f	1	r
166	11	f	1	r
166	26	f	1	r
166	30	f	1	l
166	23	f	1	l
166	12	f	1	r
166	05	f	1	l
166	29	f	1	l
166	14	f	1	l
166	13	f	1	r
166	01	f	1	l
166	10	f	1	r
166	22	f	1	r
166	18	f	1	r
166	02	f	1	l
166	09	f	1	l
166	21	f	1	r
166	25	f	1	r
166	03	f	1	l
167	01	m	1	l
167	24	m	1	l
167	06	m	1	l
167	09	m	1	l
167	18	m	1	l
167	03	m	1	l
167	08	m	1	r
167	04	m	1	l
167	13	m	1	r
167	27	m	1	l
167	07	m	1	l
167	14	m	1	l
167	15	m	1	l
167	10	m	1	l
167	22	m	1	l
167	17	m	1	r
167	11	m	1	l
167	29	m	1	r
167	26	m	1	l
